show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s156,Movie,Movie Title 156,Quentin Tarantino,"Actor A, Actor B, Actor C",India,"January 16, 2014",2011,TV-MA,61 min,"Sports Movies, Comedies",Description for Movie Title 156.
s157,Movie,Movie Title 157,Ava DuVernay,"Actor A, Actor B, Actor C","United States, Nigeria",,1994,PG-13,123 min,"Independent Movies, Comedies",Description for Movie Title 157.
s158,Movie,Movie Title 158,David Fincher,"Actor A, Actor B, Actor C",India,"November 14, 2015",2009,R,113 min,"Stand-Up Comedy, Documentaries, Romantic Movies",Description for Movie Title 158.
s159,Movie,Movie Title 159,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"August 4, 2016",1985,R,86 min,"Children & Family Movies, Independent Movies",Description for Movie Title 159.
s160,Movie,Movie Title 160,Quentin Tarantino,"Actor A, Actor B, Actor C",Spain,"February 22, 2019",1993,PG-13,85 min,Documentaries,Description for Movie Title 160.
s161,Movie,Movie Title 161,Christopher Nolan,"Actor A, Actor B, Actor C",United States,"March 18, 2019",2012,R,86 min,"Action & Adventure, Sports Movies",Description for Movie Title 161.
s162,Movie,Movie Title 162,Ava DuVernay,"Actor A, Actor B, Actor C",India,"August 14, 2017",2010,PG,56 min,"Romantic Movies, Action & Adventure",Description for Movie Title 162.
s163,Movie,Movie Title 163,James Cameron,"Actor A, Actor B, Actor C",India,"February 19, 2018",2014,PG,143 min,"Music & Musicals, Thrillers, Children & Family Movies",Description for Movie Title 163.
s164,TV Show,Show Title 164,,"Actor A, Actor B, Actor C",Canada,"June 28, 2018",2021,TV-14,5 Seasons,"Talk Shows & Variety, TV Dramas",Description for Show Title 164.
s165,Movie,Movie Title 165,,"Actor A, Actor B, Actor C",Japan,"October 12, 2020",2016,PG-13,181 min,"Children & Family Movies, Action & Adventure, Thrillers",Description for Movie Title 165.
s166,Movie,Movie Title 166,Ava DuVernay,"Actor A, Actor B, Actor C",United States,"May 28, 2021",2015,PG-13,65 min,"Music & Musicals, Action & Adventure, Documentaries",Description for Movie Title 166.
s167,Movie,Movie Title 167,,"Actor A, Actor B, Actor C",,"February 13, 2019",2001,R,100 min,"Sci-Fi & Fantasy, Thrillers",Description for Movie Title 167.
s168,TV Show,Show Title 168,Greta Gerwig,"Actor A, Actor B, Actor C",India,"September 13, 2013",1996,TV-MA,2 Seasons,"Talk Shows & Variety, Crime TV Shows",Description for Show Title 168.
s169,Movie,Movie Title 169,Spike Lee,"Actor A, Actor B, Actor C",United States,"August 1, 2013",1968,UR,100 min,Romantic Movies,Description for Movie Title 169.
s170,Movie,Movie Title 170,Ava DuVernay,"Actor A, Actor B, Actor C",United States,"May 3, 2019",1991,TV-PG,117 min,"Action & Adventure, Dramas, Horror Movies",Description for Movie Title 170.
s171,Movie,Movie Title 171,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"January 23, 2017",2005,PG-13,97 min,Music & Musicals,Description for Movie Title 171.
s172,Movie,Movie Title 172,Martin Scorsese,"Actor A, Actor B, Actor C",India,"March 21, 2020",1998,G,107 min,Comedies,Description for Movie Title 172.
s173,Movie,Movie Title 173,Quentin Tarantino,"Actor A, Actor B, Actor C",India,"February 5, 2013",2017,PG-13,174 min,"Sci-Fi & Fantasy, Horror Movies, Thrillers",Description for Movie Title 173.
s174,Movie,Movie Title 174,Ava DuVernay,"Actor A, Actor B, Actor C",Canada,"November 10, 2011",2020,NR,94 min,"Children & Family Movies, Documentaries, Sci-Fi & Fantasy",Description for Movie Title 174.
s175,Movie,Movie Title 175,Bong Joon-ho,"Actor A, Actor B, Actor C",,"March 13, 2021",2021,TV-14,124 min,"Horror Movies, Thrillers, Children & Family Movies",Description for Movie Title 175.
s176,Movie,Movie Title 176,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"September 25, 2019",2004,NR,108 min,"Horror Movies, Comedies, Independent Movies",Description for Movie Title 176.
s177,TV Show,Show Title 177,Christopher Nolan,"Actor A, Actor B, Actor C",United States,"November 22, 2020",2007,TV-Y7,4 Seasons,"Korean TV Shows, Anime Series",Description for Show Title 177.
s178,Movie,Movie Title 178,,"Actor A, Actor B, Actor C",United States,"January 23, 2015",2010,R,104 min,Action & Adventure,Description for Movie Title 178.
s179,Movie,Movie Title 179,Bong Joon-ho,"Actor A, Actor B, Actor C",France,"January 11, 2020",2018,TV-MA,80 min,"Children & Family Movies, Comedies",Description for Movie Title 179.
s180,TV Show,Show Title 180,Christopher Nolan,"Actor A, Actor B, Actor C",United States,"November 24, 2021",2014,TV-G,6 Seasons,"TV Action & Adventure, International TV Shows, Talk Shows & Variety",Description for Show Title 180.
s181,TV Show,Show Title 181,,"Actor A, Actor B, Actor C",Germany,"July 8, 2020",2019,TV-Y7,2 Seasons,"Teen TV Shows, Korean TV Shows",Description for Show Title 181.
s182,Movie,Movie Title 182,David Fincher,"Actor A, Actor B, Actor C",Spain,"August 28, 2013",2020,G,109 min,"Thrillers, Comedies",Description for Movie Title 182.
s183,Movie,Movie Title 183,Ava DuVernay,"Actor A, Actor B, Actor C",India,"December 18, 2020",2021,R,41 min,Action & Adventure,Description for Movie Title 183.
s184,Movie,Movie Title 184,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"May 4, 2020",1997,PG,103 min,Horror Movies,Description for Movie Title 184.
s185,TV Show,Show Title 185,,"Actor A, Actor B, Actor C",United Kingdom,"February 19, 2021",1997,TV-PG,6 Seasons,British TV Shows,Description for Show Title 185.
s186,Movie,Movie Title 186,,"Actor A, Actor B, Actor C",Germany,"June 11, 2020",1998,PG-13,168 min,Comedies,Description for Movie Title 186.
s187,Movie,Movie Title 187,Christopher Nolan,"Actor A, Actor B, Actor C",United States,"August 9, 2018",2014,PG-13,141 min,Action & Adventure,Description for Movie Title 187.
s188,TV Show,Show Title 188,Alfonso Cuarón,,Turkey,"March 1, 2016",1968,TV-PG,3 Seasons,"TV Action & Adventure, Korean TV Shows",Description for Show Title 188.
s189,TV Show,Show Title 189,James Cameron,"Actor A, Actor B, Actor C",Egypt,"November 21, 2017",2016,TV-PG,1 Season,"Docuseries, Talk Shows & Variety, TV Dramas",Description for Show Title 189.
s190,TV Show,Show Title 190,David Fincher,"Actor A, Actor B, Actor C",United States,"July 27, 2021",1968,TV-14,4 Seasons,"International TV Shows, Anime Series",Description for Show Title 190.
s191,Movie,Movie Title 191,,"Actor A, Actor B, Actor C",Japan,"September 16, 2018",2010,NR,96 min,"Horror Movies, Action & Adventure",Description for Movie Title 191.
s192,Movie,Movie Title 192,Steven Spielberg,"Actor A, Actor B, Actor C",India,"June 19, 2020",2003,R,45 min,"International Movies, Action & Adventure",Description for Movie Title 192.
s193,TV Show,Show Title 193,Ava DuVernay,"Actor A, Actor B, Actor C",United Kingdom,"February 8, 2021",2021,TV-Y,5 Seasons,"TV Action & Adventure, Talk Shows & Variety",Description for Show Title 193.
s194,TV Show,Show Title 194,Quentin Tarantino,"Actor A, Actor B, Actor C",Argentina,"December 23, 2016",1989,TV-MA,2 Seasons,"International TV Shows, Korean TV Shows, Talk Shows & Variety",Description for Show Title 194.
s195,TV Show,Show Title 195,Quentin Tarantino,"Actor A, Actor B, Actor C",India,"April 20, 2013",2003,TV-14,8 Seasons,"Reality TV, International TV Shows, Kids' TV",Description for Show Title 195.
s196,TV Show,Show Title 196,,"Actor A, Actor B, Actor C",United States,"February 28, 2014",2012,TV-MA,4 Seasons,"TV Dramas, Kids' TV",Description for Show Title 196.
s197,Movie,Movie Title 197,Martin Scorsese,"Actor A, Actor B, Actor C",Italy,"March 23, 2019",2020,TV-G,90 min,"Sports Movies, Stand-Up Comedy, Anime Features",Description for Movie Title 197.
s198,Movie,Movie Title 198,,"Actor A, Actor B, Actor C",United States,"October 2, 2021",2007,PG-13,176 min,"Sports Movies, Anime Features",Description for Movie Title 198.
s199,Movie,Movie Title 199,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"December 22, 2021",2009,PG-13,80 min,"Romantic Movies, Dramas",Description for Movie Title 199.
s200,Movie,Movie Title 200,Ava DuVernay,"Actor A, Actor B, Actor C",India,"July 12, 2017",1983,TV-MA,102 min,Music & Musicals,Description for Movie Title 200.
s201,Movie,Movie Title 201,Ridley Scott,"Actor A, Actor B, Actor C",United States,"July 6, 2015",1972,NR,114 min,"Sports Movies, Comedies, Thrillers",Description for Movie Title 201.
s202,Movie,Movie Title 202,Christopher Nolan,"Actor A, Actor B, Actor C","India, Brazil","December 18, 2015",1986,PG-13,82 min,"Children & Family Movies, International Movies, Independent Movies",Description for Movie Title 202.
s203,Movie,Movie Title 203,Guillermo del Toro,"Actor A, Actor B, Actor C","United States, Egypt","March 21, 2011",1986,PG-13,146 min,Romantic Movies,Description for Movie Title 203.
s204,Movie,Movie Title 204,Alfonso Cuarón,"Actor A, Actor B, Actor C",India,"January 9, 2015",1998,PG,81 min,"Documentaries, Music & Musicals",Description for Movie Title 204.
s205,TV Show,Show Title 205,Christopher Nolan,"Actor A, Actor B, Actor C",Japan,"July 18, 2020",2017,TV-PG,2 Seasons,"TV Thrillers, Crime TV Shows",Description for Show Title 205.
s206,Movie,Movie Title 206,Spike Lee,"Actor A, Actor B, Actor C",Japan,"March 7, 2015",2014,UR,97 min,Dramas,Description for Movie Title 206.
s207,Movie,Movie Title 207,,"Actor A, Actor B, Actor C",United States,"September 13, 2013",2016,G,161 min,"Children & Family Movies, Romantic Movies",Description for Movie Title 207.
s208,Movie,Movie Title 208,Ryan Coogler,"Actor A, Actor B, Actor C",Japan,"October 25, 2021",2020,TV-MA,153 min,"Music & Musicals, Children & Family Movies",Description for Movie Title 208.
s209,Movie,Movie Title 209,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"January 13, 2019",2008,R,50 min,"Sci-Fi & Fantasy, Documentaries",Description for Movie Title 209.
s210,Movie,Movie Title 210,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"April 5, 2013",2012,R,81 min,"Romantic Movies, Anime Features, Thrillers",Description for Movie Title 210.
s211,TV Show,Show Title 211,Steven Spielberg,"Actor A, Actor B, Actor C",France,"March 3, 2018",2016,NR,6 Seasons,"Anime Series, TV Comedies, TV Mysteries",Description for Show Title 211.
s212,Movie,Movie Title 212,James Cameron,"Actor A, Actor B, Actor C","United States, Australia","August 17, 2016",2012,R,46 min,Independent Movies,Description for Movie Title 212.
s213,Movie,Movie Title 213,Ava DuVernay,"Actor A, Actor B, Actor C",United States,"May 1, 2019",2014,TV-MA,111 min,Music & Musicals,Description for Movie Title 213.
s214,Movie,Movie Title 214,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"March 21, 2009",2014,TV-14,79 min,Documentaries,Description for Movie Title 214.
s215,TV Show,Show Title 215,Denis Villeneuve,"Actor A, Actor B, Actor C",Germany,"September 27, 2016",1987,UR,15 Seasons,"TV Dramas, International TV Shows, TV Action & Adventure",Description for Show Title 215.
s216,Movie,Movie Title 216,Christopher Nolan,"Actor A, Actor B, Actor C",India,"May 9, 2016",1991,PG-13,106 min,"International Movies, Documentaries, Action & Adventure",Description for Movie Title 216.
s217,Movie,Movie Title 217,Jordan Peele,"Actor A, Actor B, Actor C",South Korea,"May 14, 2021",2010,TV-14,191 min,"Dramas, Stand-Up Comedy, Sci-Fi & Fantasy",Description for Movie Title 217.
s218,TV Show,Show Title 218,,"Actor A, Actor B, Actor C",Brazil,"November 18, 2021",2004,TV-14,1 Season,Reality TV,Description for Show Title 218.
s219,Movie,Movie Title 219,,"Actor A, Actor B, Actor C",United States,"June 12, 2016",2013,PG,61 min,"Romantic Movies, Music & Musicals",Description for Movie Title 219.
s220,Movie,Movie Title 220,Quentin Tarantino,"Actor A, Actor B, Actor C",United States,"March 5, 2017",2005,UR,156 min,"Horror Movies, Stand-Up Comedy",Description for Movie Title 220.
s221,Movie,Movie Title 221,Bong Joon-ho,"Actor A, Actor B, Actor C",Japan,"May 7, 2008",2009,R,134 min,Stand-Up Comedy,Description for Movie Title 221.
s222,Movie,Movie Title 222,Ava DuVernay,"Actor A, Actor B, Actor C","India, France","June 25, 2021",2013,NR,123 min,Dramas,Description for Movie Title 222.
s223,Movie,Movie Title 223,Jordan Peele,"Actor A, Actor B, Actor C",India,"May 15, 2012",1971,UR,155 min,"Children & Family Movies, Thrillers, Horror Movies",Description for Movie Title 223.
s224,Movie,Movie Title 224,Christopher Nolan,"Actor A, Actor B, Actor C",Brazil,"March 7, 2015",1960,NR,91 min,"Children & Family Movies, Action & Adventure, Comedies",Description for Movie Title 224.
s225,Movie,Movie Title 225,David Fincher,"Actor A, Actor B, Actor C","Japan, Japan","December 4, 2010",2010,TV-PG,79 min,"Comedies, Children & Family Movies",Description for Movie Title 225.
s226,Movie,Movie Title 226,David Fincher,"Actor A, Actor B, Actor C",South Korea,"February 17, 2014",2008,PG,61 min,International Movies,Description for Movie Title 226.
s227,TV Show,Show Title 227,Alfonso Cuarón,"Actor A, Actor B, Actor C",India,"April 23, 2018",1982,TV-PG,1 Season,"Crime TV Shows, International TV Shows",Description for Show Title 227.
s228,Movie,Movie Title 228,Christopher Nolan,"Actor A, Actor B, Actor C",United Kingdom,"April 15, 2016",1976,TV-14,50 min,"International Movies, Romantic Movies",Description for Movie Title 228.
s229,Movie,Movie Title 229,Bong Joon-ho,"Actor A, Actor B, Actor C",United States,"March 22, 2009",2018,PG-13,172 min,"Thrillers, Romantic Movies",Description for Movie Title 229.
s230,Movie,Movie Title 230,Martin Scorsese,"Actor A, Actor B, Actor C",India,"July 21, 2018",2011,TV-PG,63 min,Comedies,Description for Movie Title 230.
s231,Movie,Movie Title 231,Spike Lee,"Actor A, Actor B, Actor C",India,"November 27, 2019",2015,PG-13,162 min,Romantic Movies,Description for Movie Title 231.
s232,Movie,Movie Title 232,Ava DuVernay,"Actor A, Actor B, Actor C",Mexico,"April 22, 2020",2013,R,116 min,"Children & Family Movies, Sci-Fi & Fantasy, Music & Musicals",Description for Movie Title 232.
s233,Movie,Movie Title 233,Ava DuVernay,"Actor A, Actor B, Actor C",Spain,"March 17, 2010",2008,R,54 min,"Music & Musicals, Action & Adventure",Description for Movie Title 233.
s234,Movie,Movie Title 234,Steven Spielberg,"Actor A, Actor B, Actor C",India,"October 15, 2017",1973,R,61 min,"Romantic Movies, Thrillers",Description for Movie Title 234.
s235,Movie,Movie Title 235,James Cameron,"Actor A, Actor B, Actor C",United States,"September 18, 2016",2009,TV-14,143 min,"Romantic Movies, Thrillers, Music & Musicals",Description for Movie Title 235.
s236,TV Show,Show Title 236,Christopher Nolan,"Actor A, Actor B, Actor C",India,"January 11, 2019",1975,TV-Y,3 Seasons,"TV Mysteries, Docuseries, TV Action & Adventure",Description for Show Title 236.
s237,TV Show,Show Title 237,Christopher Nolan,"Actor A, Actor B, Actor C",India,"July 7, 2014",1986,TV-Y7,2 Seasons,Korean TV Shows,Description for Show Title 237.
s238,TV Show,Show Title 238,Ridley Scott,"Actor A, Actor B, Actor C",India,"August 1, 2014",2020,TV-Y7,8 Seasons,TV Action & Adventure,Description for Show Title 238.
s239,Movie,Movie Title 239,Ryan Coogler,"Actor A, Actor B, Actor C",United States,"October 11, 2019",1976,TV-14,161 min,"Horror Movies, Stand-Up Comedy",Description for Movie Title 239.
s240,TV Show,Show Title 240,Greta Gerwig,"Actor A, Actor B, Actor C",United States,"December 18, 2018",2018,TV-14,1 Season,"Korean TV Shows, TV Action & Adventure, British TV Shows",Description for Show Title 240.
s241,TV Show,Show Title 241,,"Actor A, Actor B, Actor C",Nigeria,"December 4, 2019",2006,TV-Y,9 Seasons,"Reality TV, TV Thrillers, Talk Shows & Variety",Description for Show Title 241.
s242,Movie,Movie Title 242,David Fincher,"Actor A, Actor B, Actor C",United States,"March 10, 2015",2011,TV-14,52 min,Music & Musicals,Description for Movie Title 242.
s243,Movie,Movie Title 243,Spike Lee,"Actor A, Actor B, Actor C",Mexico,"September 13, 2020",2017,R,49 min,"International Movies, Sci-Fi & Fantasy, Independent Movies",Description for Movie Title 243.
s244,Movie,Movie Title 244,David Fincher,"Actor A, Actor B, Actor C",United States,"August 27, 2020",2009,R,91 min,"Sci-Fi & Fantasy, Sports Movies, Independent Movies",Description for Movie Title 244.
s245,Movie,Movie Title 245,Jordan Peele,,South Korea,"July 2, 2018",1984,PG-13,112 min,"International Movies, Action & Adventure, Music & Musicals",Description for Movie Title 245.
s246,TV Show,Show Title 246,Martin Scorsese,"Actor A, Actor B, Actor C",Japan,"May 16, 2021",2009,TV-MA,4 Seasons,"Kids' TV, TV Dramas, TV Mysteries",Description for Show Title 246.
s247,Movie,Movie Title 247,Steven Spielberg,"Actor A, Actor B, Actor C",India,"June 12, 2019",2018,UR,143 min,"Children & Family Movies, Romantic Movies, Sports Movies",Description for Movie Title 247.
s248,Movie,Movie Title 248,,"Actor A, Actor B, Actor C",Brazil,"July 26, 2021",1966,G,129 min,"International Movies, Children & Family Movies",Description for Movie Title 248.
s249,Movie,Movie Title 249,David Fincher,"Actor A, Actor B, Actor C",United States,"February 6, 2018",1985,TV-G,53 min,"Children & Family Movies, Dramas, Independent Movies",Description for Movie Title 249.
s250,Movie,Movie Title 250,Bong Joon-ho,"Actor A, Actor B, Actor C",South Korea,"February 24, 2019",2014,PG,128 min,Romantic Movies,Description for Movie Title 250.
s251,Movie,Movie Title 251,,"Actor A, Actor B, Actor C",,,1998,NR,119 min,"Comedies, Children & Family Movies, Dramas",Description for Movie Title 251.
s252,Movie,Movie Title 252,Guillermo del Toro,"Actor A, Actor B, Actor C",United States,"August 13, 2016",2008,PG-13,107 min,"Dramas, Romantic Movies, Action & Adventure",Description for Movie Title 252.
s253,Movie,Movie Title 253,Christopher Nolan,"Actor A, Actor B, Actor C",,"November 12, 2021",2020,PG-13,152 min,Children & Family Movies,Description for Movie Title 253.
